date,reservoir_storage,conservation_storage,percent_full,conservation_capacity
2013-06-04,11664166,9298901,92.3,10071103
2013-06-05,11656974,9297324,92.3,10071103
2013-06-06,11674607,9308530,92.4,10071103
2013-06-07,11713786,9328875,92.6,10071103
2013-06-08,11688662,9313112,92.5,10071103
2013-06-09,11684360,9310192,92.4,10071103
2013-06-10,11699364,9315757,92.5,10071103
2013-06-11,11697584,9309982,92.4,10071103
2013-06-12,11693240,9304929,92.4,10071103
2013-06-13,11690628,9297469,92.3,10071103
2013-06-14,11690608,9290659,92.3,10071103
2013-06-15,11678084,9279860,92.1,10071103
2013-06-16,11666835,9271239,92.1,10071103
2013-06-17,11658414,9264941,92.0,10071103
2013-06-18,11646780,9257675,91.9,10071103
2013-06-19,11649668,9258424,91.9,10071103
2013-06-20,11626710,9246074,91.8,10071103
2013-06-21,11609886,9235259,91.7,10071103
2013-06-22,11594437,9223987,91.6,10071103
2013-06-23,11578566,9210990,91.5,10071103
2013-06-24,11555954,9196547,91.3,10071103
2013-06-25,11534729,9183193,91.2,10071103
2013-06-26,11519481,9173186,91.1,10071103
2013-06-27,11509503,9165911,91.0,10071103
2013-06-28,11492891,9155872,90.9,10071103
2013-06-29,11488005,9152270,90.9,10071103
2013-06-30,11475384,9143644,90.8,10071103
2013-07-01,11444517,9123435,90.6,10071103
2013-07-02,11411143,9100703,90.4,10071103
2013-07-03,11385290,9080381,90.2,10071103
2013-07-04,11362159,9063658,90.0,10071103
2013-07-05,11339985,9046696,89.8,10071103
2013-07-06,11309287,9024080,89.6,10071103
2013-07-07,11286793,9006235,89.4,10071103
2013-07-08,11278097,8999002,89.4,10071103
2013-07-09,11264630,8988678,89.3,10071103
2013-07-10,11241184,8971491,89.1,10071103
2013-07-11,11226750,8960820,89.0,10071103
2013-07-12,11214930,8950448,88.9,10071103
2013-07-13,11195191,8935278,88.7,10071103
2013-07-14,11164621,8910912,88.5,10071103
2013-07-15,11167372,8914773,88.5,10071103
2013-07-16,11158259,8908076,88.5,10071103
2013-07-17,11148492,8902524,88.4,10071103
2013-07-18,11134092,8892174,88.3,10071103
2013-07-19,11119965,8883081,88.2,10071103
2013-07-20,11104331,8871840,88.1,10071103
2013-07-21,11089230,8861806,88.0,10071103
2013-07-22,11087667,8860030,88.0,10071103
2013-07-23,11071624,8849068,87.9,10071103
2013-07-24,11060931,8841633,87.8,10071103
2013-07-25,11046565,8830652,87.7,10071103
2013-07-26,11014749,8807852,87.5,10071103
2013-07-27,11025142,8811492,87.5,10071103
2013-07-28,11000948,8791305,87.3,10071103
2013-07-29,10969202,8767309,87.1,10071103
2013-07-30,10949131,8751800,86.9,10071103
2013-07-31,10932711,8739712,86.8,10071103
2013-08-01,10917596,8728392,86.7,10071103
2013-08-02,10897787,8713754,86.5,10071103
2013-08-03,10870962,8693452,86.3,10071103
2013-08-04,10856811,8681370,86.2,10071103
2013-08-05,10831619,8661757,86.0,10071103
2013-08-06,10803949,8640802,85.8,10071103
2013-08-07,10777076,8621169,85.6,10071103
2013-08-08,10751133,8602071,85.4,10071103
2013-08-09,10733613,8588481,85.3,10071103
2013-08-10,10706714,8568513,85.1,10071103
2013-08-11,10697210,8559158,85.0,10071103
2013-08-12,10683561,8546902,84.9,10071103
2013-08-13,10668414,8534869,84.7,10071103
2013-08-14,10657754,8526811,84.7,10071103
2013-08-15,10656319,8523898,84.6,10071103
2013-08-16,10636988,8508175,84.5,10071103
2013-08-17,10623463,8496834,84.4,10071103
2013-08-18,10595460,8475655,84.2,10071103
2013-08-19,10578166,8462735,84.0,10071103
2013-08-20,10557235,8446666,83.9,10071103
2013-08-21,10542543,8434934,83.8,10071103
2013-08-22,10527953,8423120,83.6,10071103
2013-08-23,10516938,8413277,83.5,10071103
2013-08-24,10501024,8400136,83.4,10071103
2013-08-25,10467238,8373962,83.1,10071103
2013-08-26,10453520,8362235,83.0,10071103
2013-08-27,10449184,8357641,83.0,10071103
2013-08-28,10437629,8348530,82.9,10071103
2013-08-29,10418752,8333227,82.7,10071103
2013-08-30,10396977,8315529,82.6,10071103
2013-08-31,10372957,8298336,82.4,10071103
2013-09-01,10354347,8283017,82.2,10071103
2013-09-02,10350051,8277907,82.2,10071103
2013-09-03,10333209,8264918,82.1,10071103
2013-09-04,10317943,8252245,81.9,10071103
2013-09-05,10304245,8241018,81.8,10071103
2013-09-06,10284633,8225788,81.7,10071103
2013-09-07,10271056,8214542,81.6,10071103
2013-09-08,10260526,8205467,81.5,10071103
2013-09-09,10238346,8188697,81.3,10071103
2013-09-10,10226121,8178011,81.2,10071103
2013-09-11,10215361,8170123,81.1,10071103
2013-09-12,10206700,8162388,81.0,10071103
2013-09-13,10193102,8152303,80.9,10071103
2013-09-14,10174203,8136392,80.8,10071103
2013-09-15,10153389,8119831,80.6,10071103
2013-09-16,10140273,8108405,80.5,10071103
2013-09-17,10127592,8097427,80.4,10071103
2013-09-18,10109442,8082722,80.3,10071103
2013-09-19,10083834,8063151,80.1,10071103
2013-09-20,10158034,8123771,80.7,10071103
2013-09-21,10300502,8225837,81.7,10071103
2013-09-22,10279791,8207029,81.5,10071103
2013-09-23,10266157,8194906,81.4,10071103
2013-09-24,10271720,8196982,81.4,10071103
2013-09-25,10269686,8196118,81.4,10071103
2013-09-26,10262611,8191698,81.3,10071103
2013-09-27,10249359,8180776,81.2,10071103
2013-09-28,10240154,8174573,81.2,10071103
2013-09-29,10306794,8224558,81.7,10071103
2013-09-30,10354276,8261536,82.0,10071103
2013-10-01,10354265,8260734,82.2,10043900
2013-10-02,10363356,8265085,82.3,10043900
2013-10-03,10361100,8262381,82.3,10043900
2013-10-04,10355368,8257796,82.2,10043900
2013-10-05,10361677,8165278,82.1,9947473
2013-10-06,10374475,8167496,82.1,9947473
2013-10-07,10342470,8146308,81.9,9947473
2013-10-08,10320274,8130589,81.7,9947473
2013-10-09,10303649,8117046,81.6,9947473
2013-10-10,10289930,8105629,81.5,9947473
2013-10-11,10271621,8092347,81.4,9947473
2013-10-12,10273378,8094729,81.4,9947473
2013-10-13,10297063,8115565,81.6,9947473
2013-10-14,10290104,8110554,81.5,9947473
2013-10-15,10288381,8109904,81.5,9947473
2013-10-16,10329432,8139769,81.8,9947473
2013-10-17,10341447,8144934,81.9,9947473
2013-10-18,10322866,8129519,81.7,9947473
2013-10-19,10340322,8138577,81.8,9947473
2013-10-20,10315219,8122785,81.7,9947473
2013-10-21,10308899,8120058,81.6,9947473
2013-10-22,10332361,8135803,81.8,9947473
2013-10-23,10312604,8122430,81.7,9947473
2013-10-24,10301029,8114802,81.6,9947473
2013-10-25,10290415,8105901,81.5,9947473
2013-10-26,10263946,8086183,81.3,9947473
2013-10-27,10299737,8114164,81.6,9947473
2013-10-28,10305058,8116484,81.6,9947473
2013-10-29,10296941,8108044,81.5,9947473
2013-10-30,10333651,8141940,81.8,9947473
2013-10-31,10622494,8372765,84.2,9947473
2013-11-01,10791619,8482930,85.4,9934997
2013-11-02,10874571,8522238,85.8,9934997
2013-11-03,10863170,8501826,85.6,9934997
2013-11-04,10876876,8498947,85.5,9934997
2013-11-05,10881852,8500286,85.6,9934997
2013-11-06,10908002,8523280,85.8,9934997
2013-11-07,10906812,8539185,86.0,9934997
2013-11-08,10857969,8518109,85.7,9934997
2013-11-09,10838407,8509802,85.7,9934997
2013-11-10,10821439,8501417,85.6,9934997
2013-11-11,10789602,8486344,85.4,9934997
2013-11-12,10777454,8484549,85.4,9934997
2013-11-13,10737172,8464862,85.2,9934997
2013-11-14,10710352,8450967,85.1,9934997
2013-11-15,10711312,8451395,85.1,9934997
2013-11-16,10702125,8448702,85.0,9934997
2013-11-17,10716743,8458336,85.1,9934997
2013-11-18,10732828,8469616,85.3,9934997
2013-11-19,10710751,8458967,85.1,9934997
2013-11-20,10693815,8449870,85.1,9934997
2013-11-21,10683029,8443576,85.0,9934997
2013-11-22,10760423,8489649,85.5,9934997
2013-11-23,10819395,8521385,85.8,9934997
2013-11-24,10827027,8517470,85.7,9934997
2013-11-25,10882424,8539835,86.0,9934997
2013-11-26,11005910,8616585,86.7,9934997
2013-11-27,11073931,8647055,87.0,9934997
2013-11-28,11063358,8641905,87.0,9934997
2013-11-29,11063625,8647111,87.0,9934997
2013-11-30,11039142,8641697,87.0,9934997
2013-12-01,11001001,8634596,86.9,9934997
2013-12-02,10973461,8635492,86.9,9934997
2013-12-03,10934862,8629096,86.9,9934997
2013-12-04,10922492,8630792,86.9,9934997
2013-12-05,10951984,8655319,87.1,9934997
2013-12-06,10978596,8678681,87.4,9934997
2013-12-07,10982293,8680966,87.4,9934997
2013-12-08,10979345,8677584,87.3,9934997
2013-12-09,11006606,8695733,87.5,9934997
2013-12-10,11021692,8707787,87.6,9934997
2013-12-11,11010849,8700110,87.6,9934997
2013-12-12,11009853,8701518,87.6,9934997
2013-12-13,10996890,8698105,87.6,9934997
2013-12-14,11052060,8735664,87.9,9934997
2013-12-15,11042351,8731073,87.9,9934997
2013-12-16,11019139,8720793,87.8,9934997
2013-12-17,11017828,8723760,87.8,9934997
2013-12-18,11005997,8722555,87.8,9934997
2013-12-19,10982493,8712859,87.7,9934997
2013-12-20,10981195,8714350,87.7,9934997
2013-12-21,11030928,8743732,88.0,9934997
2013-12-22,11192501,8835606,88.9,9934997
2013-12-23,11245359,8864553,89.2,9934997
2013-12-24,11263219,8868046,89.3,9934997
2013-12-25,11282797,8872948,89.3,9934997
2013-12-26,11302851,8878864,89.4,9934997
2013-12-27,11300678,8881510,89.4,9934997
2013-12-28,11285576,8885021,89.4,9934997
2013-12-29,11258607,8885168,89.4,9934997
2013-12-30,11262706,8900912,89.6,9934997
2013-12-31,11246909,8893776,89.5,9934997
2014-01-01,11228576,8887261,89.5,9934997
2014-01-02,11273676,8922814,89.8,9934997
2014-01-03,11232443,8899584,89.6,9934997
2014-01-04,11202457,8886757,89.4,9934997
2014-01-05,11270500,8936674,90.0,9934997
2014-01-06,11272068,8940340,90.0,9934997
2014-01-07,11210200,8904339,89.6,9934997
2014-01-08,11182675,8894016,89.5,9934997
2014-01-09,11206369,8906583,89.6,9934997
2014-01-10,11218438,8916234,89.7,9934997
2014-01-11,11256394,8937005,90.0,9934997
2014-01-12,11243884,8933216,89.9,9934997
2014-01-13,11282557,8956061,90.1,9934997
2014-01-14,11299982,8963355,90.2,9934997
2014-01-15,11309518,8969277,90.3,9934997
2014-01-16,11273944,8945900,90.0,9934997
2014-01-17,11280540,8949632,90.1,9934997
2014-01-18,11246251,8933325,89.9,9934997
2014-01-19,11253573,8940518,90.0,9934997
2014-01-20,11243542,8939454,90.0,9934997
2014-01-21,11272199,8961320,90.2,9934997
2014-01-22,11220522,8936712,90.0,9934997
2014-01-23,11242389,8954281,90.1,9934997
2014-01-24,11227738,8950260,90.1,9934997
2014-01-25,11210931,8943472,90.0,9934997
2014-01-26,11202061,8941431,90.0,9934997
2014-01-27,11229397,8958716,90.2,9934997
2014-01-28,11225057,8958195,90.2,9934997
2014-01-29,11183452,8932931,89.9,9934997
2014-01-30,11145004,8912269,89.7,9934997
2014-01-31,11157817,8918645,89.8,9934997
2014-02-01,11174903,8927593,89.9,9934997
2014-02-02,11237392,8963620,90.2,9934997
2014-02-03,11258170,8971536,90.3,9934997
2014-02-04,11290203,8982725,90.4,9934997
2014-02-05,11354876,9011174,90.7,9934997
2014-02-06,11368721,9012758,90.7,9934997
2014-02-07,11373295,9005834,90.6,9934997
2014-02-08,11385405,9007006,90.7,9934997
2014-02-09,11397576,9011579,90.7,9934997
2014-02-10,11431770,9030199,90.9,9934997
2014-02-11,11446447,9042910,91.0,9934997
2014-02-12,11441547,9043294,91.0,9934997
2014-02-13,11407799,9025499,90.8,9934997
2014-02-14,11398883,9023974,90.8,9934997
2014-02-15,11387199,9023428,90.8,9934997
2014-02-16,11373125,9020614,90.8,9934997
2014-02-17,11362480,9018096,90.8,9934997
2014-02-18,11353868,9018755,90.8,9934997
2014-02-19,11346595,9019134,90.8,9934997
2014-02-20,11357401,9025869,90.8,9934997
2014-02-21,11373201,9040712,91.0,9934997
2014-02-22,11363714,9039074,91.0,9934997
2014-02-23,11372615,9045716,91.0,9934997
2014-02-24,11373683,9049798,91.1,9934997
2014-02-25,11379746,9053659,91.1,9934997
2014-02-26,11415597,9076157,91.4,9934997
2014-02-27,11390322,9064356,91.2,9934997
2014-02-28,11362487,9052302,91.1,9934997
2014-03-01,11379897,9062660,91.2,9934997
2014-03-02,11409346,9082067,91.4,9934997
2014-03-03,11456215,9108400,91.7,9934997
2014-03-04,11430683,9088598,91.5,9934997
2014-03-05,11436678,9089445,91.5,9934997
2014-03-06,11466931,9104232,91.6,9934997
2014-03-07,11450888,9093156,91.5,9934997
2014-03-08,11462694,9097510,91.6,9934997
2014-03-09,11496243,9114127,91.7,9934997
2014-03-10,11492998,9111092,91.7,9934997
2014-03-11,11496586,9111227,91.7,9934997
2014-03-12,11538330,9136889,92.0,9934997
2014-03-13,11500985,9116814,91.8,9934997
2014-03-14,11484515,9109475,91.7,9934997
2014-03-15,11498841,9117757,91.8,9934997
2014-03-16,11606126,9182000,92.4,9934997
2014-03-17,11628854,9200398,92.6,9934997
2014-03-18,11582851,9179368,92.4,9934997
2014-03-19,11616079,9194859,92.6,9934997
2014-03-20,11614587,9196244,92.6,9934997
2014-03-21,11591360,9186459,92.5,9934997
2014-03-22,11596712,9189876,92.5,9934997
2014-03-23,11617238,9203640,92.6,9934997
2014-03-24,11591795,9192881,92.5,9934997
2014-03-25,11586279,9191096,92.5,9934997
2014-03-26,11527016,9164403,92.2,9934997
2014-03-27,11515288,9152582,92.1,9934997
2014-03-28,11570951,9176865,92.4,9934997
2014-03-29,11647093,9218530,92.8,9934997
2014-03-30,11655863,9219222,92.8,9934997
2014-03-31,11662085,9219683,92.8,9934997
2014-04-01,11682765,9354146,92.4,10122786
2014-04-02,11683927,9356740,92.4,10122786
2014-04-03,11681446,9359720,92.5,10122786
2014-04-04,11761075,9405884,92.9,10122786
2014-04-05,11740795,9394318,92.8,10122786
2014-04-06,11777133,9414424,93.0,10122786
2014-04-07,11875706,9469831,93.5,10122786
2014-04-08,11912053,9501980,93.9,10122786
2014-04-09,11902164,9496118,93.8,10122786
2014-04-10,11874710,9486564,93.7,10122786
2014-04-11,11883002,9491088,93.8,10122786
2014-04-12,11876119,9490489,93.8,10122786
2014-04-13,11860260,9485988,93.7,10122786
2014-04-14,11918508,9532061,94.2,10122786
2014-04-15,11890585,9518158,94.0,10122786
2014-04-16,11833825,9488887,93.7,10122786
2014-04-17,11848979,9498615,93.8,10122786
2014-04-18,11865643,9508228,93.9,10122786
2014-04-19,11860607,9507344,93.9,10122786
2014-04-20,11858945,9508090,93.9,10122786
2014-04-21,11858337,9507971,93.9,10122786
2014-04-22,11881211,9522150,94.1,10122786
2014-04-23,11874574,9521617,94.1,10122786
2014-04-24,11868927,9521699,94.1,10122786
2014-04-25,11893088,9534285,94.2,10122786
2014-04-26,11863282,9518297,94.0,10122786
2014-04-27,11829352,9499502,93.8,10122786
2014-04-28,11885256,9528612,94.1,10122786
2014-04-29,11901796,9538949,94.2,10122786
2014-04-30,11901037,9539708,94.2,10122786
2014-05-01,11864317,9521599,93.8,10149989
2014-05-02,11847878,9511365,93.7,10149989
2014-05-03,11834002,9504071,93.6,10149989
2014-05-04,11819047,9495258,93.5,10149989
2014-05-05,11793803,9480873,93.4,10149989
2014-05-06,11775634,9470599,93.3,10149989
2014-05-07,11766309,9463933,93.2,10149989
2014-05-08,11762185,9461942,93.2,10149989
2014-05-09,11829449,9508432,93.7,10149989
2014-05-10,11859456,9531739,93.9,10149989
2014-05-11,11859336,9538360,94.0,10149989
2014-05-12,11891055,9557152,94.2,10149989
2014-05-13,12120555,9679216,95.4,10149989
2014-05-14,12237759,9733688,95.9,10149989
2014-05-15,12253208,9737030,95.9,10149989
2014-05-16,12262581,9752507,96.1,10149989
2014-05-17,12251568,9754333,96.1,10149989
2014-05-18,12292282,9778456,96.3,10149989
2014-05-19,12297031,9785912,96.4,10149989
2014-05-20,12300355,9795171,96.5,10149989
2014-05-21,12300275,9804024,96.6,10149989
2014-05-22,12301046,9811710,96.7,10149989
2014-05-23,12285143,9810864,96.7,10149989
2014-05-24,12268191,9806466,96.6,10149989
2014-05-25,12233434,9793583,96.5,10149989
2014-05-26,12200295,9781164,96.4,10149989
2014-05-27,12227108,9790966,96.5,10149989
2014-05-28,12301759,9830935,96.9,10149989
2014-05-29,12303737,9837513,96.9,10149989
2014-05-30,12282782,9833280,96.9,10149989
2014-05-31,12280444,9837809,96.9,10149989
2014-06-01,12275267,9762639,96.9,10071103
2014-06-02,12264953,9759752,96.9,10071103
2014-06-03,12256306,9759280,96.9,10071103
2014-06-04,12232812,9750865,96.8,10071103
2014-06-05,12217326,9744934,96.8,10071103
2014-06-06,12206589,9741893,96.7,10071103
2014-06-07,12190594,9735969,96.7,10071103
2014-06-08,12172518,9729067,96.6,10071103
2014-06-09,12185373,9736525,96.7,10071103
2014-06-10,12317774,9799961,97.3,10071103
2014-06-11,12356587,9813155,97.4,10071103
2014-06-12,12362336,9818274,97.5,10071103
2014-06-13,12379469,9827270,97.6,10071103
2014-06-14,12374646,9825593,97.6,10071103
2014-06-15,12367618,9823534,97.5,10071103
2014-06-16,12367725,9826396,97.6,10071103
2014-06-17,12364680,9826963,97.6,10071103
2014-06-18,12363946,9826429,97.6,10071103
2014-06-19,12374683,9831829,97.6,10071103
2014-06-20,12379226,9834943,97.7,10071103
2014-06-21,12371711,9832072,97.6,10071103
2014-06-22,12356762,9828182,97.6,10071103
2014-06-23,12338297,9821604,97.5,10071103
2014-06-24,12331613,9819890,97.5,10071103
2014-06-25,12328982,9818719,97.5,10071103
2014-06-26,12341864,9823384,97.5,10071103
2014-06-27,12326654,9819335,97.5,10071103
2014-06-28,12332687,9821893,97.5,10071103
2014-06-29,12352456,9827843,97.6,10071103
2014-06-30,12350330,9825655,97.6,10071103
2014-07-01,12346316,9823700,97.5,10071103
2014-07-02,12335476,9821356,97.5,10071103
2014-07-03,12318512,9816821,97.5,10071103
2014-07-04,12306186,9811959,97.4,10071103
2014-07-05,12286468,9801131,97.3,10071103
2014-07-06,12263445,9786730,97.2,10071103
2014-07-07,12241006,9773776,97.0,10071103
2014-07-08,12230393,9770550,97.0,10071103
2014-07-09,12212409,9760121,96.9,10071103
2014-07-10,12189234,9745557,96.8,10071103
2014-07-11,12171767,9732857,96.6,10071103
2014-07-12,12153820,9722219,96.5,10071103
2014-07-13,12132473,9709898,96.4,10071103
2014-07-14,12114778,9700963,96.3,10071103
2014-07-15,12155993,9738067,96.7,10071103
2014-07-16,12163013,9743107,96.7,10071103
2014-07-17,12147405,9738986,96.7,10071103
2014-07-18,12267157,9798987,97.3,10071103
2014-07-19,12313382,9807938,97.4,10071103
2014-07-20,12334360,9811883,97.4,10071103
2014-07-21,12344889,9812977,97.4,10071103
2014-07-22,12346188,9807786,97.4,10071103
2014-07-23,12352281,9807161,97.4,10071103
2014-07-24,12348044,9805509,97.4,10071103
2014-07-25,12330165,9799551,97.3,10071103
2014-07-26,12306723,9790149,97.2,10071103
2014-07-27,12288748,9783466,97.1,10071103
2014-07-28,12288637,9787047,97.2,10071103
2014-07-29,12283283,9788962,97.2,10071103
2014-07-30,12248705,9778213,97.1,10071103
2014-07-31,12239139,9780956,97.1,10071103
2014-08-01,12285882,9803038,97.3,10071713
2014-08-02,12289080,9805996,97.4,10071713
2014-08-03,12277487,9802199,97.3,10071713
2014-08-04,12274160,9801758,97.3,10071713
2014-08-05,12266092,9798484,97.3,10071713
2014-08-06,12251040,9792839,97.2,10071713
2014-08-07,12234524,9781979,97.1,10071713
2014-08-08,12217574,9772796,97.0,10071713
2014-08-09,12206475,9766353,97.0,10071713
2014-08-10,12183615,9753484,96.8,10071713
2014-08-11,12178124,9749028,96.8,10071713
2014-08-12,12182664,9751452,96.8,10071713
2014-08-13,12154563,9730891,96.6,10071713
2014-08-14,12122043,9705350,96.4,10071713
2014-08-15,12097816,9685809,96.2,10071713
2014-08-16,12073884,9667981,96.0,10071713
2014-08-17,12056990,9655146,95.9,10071713
2014-08-18,12045592,9646697,95.8,10071713
2014-08-19,12032603,9636026,95.7,10071713
2014-08-20,12011138,9620919,95.5,10071713
2014-08-21,11996748,9609714,95.4,10071713
2014-08-22,11991698,9605246,95.4,10071713
2014-08-23,11986298,9600736,95.3,10071713
2014-08-24,11974772,9592140,95.2,10071713
2014-08-25,11959104,9581144,95.1,10071713
2014-08-26,11933043,9561200,94.9,10071713
2014-08-27,11909293,9543276,94.8,10071713
2014-08-28,11875060,9518701,94.5,10071713
2014-08-29,11850510,9500856,94.3,10071713
2014-08-30,11831226,9487409,94.2,10071713
2014-08-31,11825631,9479772,94.1,10071713
2014-09-01,11811535,9470030,94.0,10071713
2014-09-02,11805129,9463625,94.0,10071713
2014-09-03,11800510,9460175,93.9,10071713
2014-09-04,11786701,9449542,93.8,10071713
2014-09-05,11767584,9434768,93.7,10071713
2014-09-06,11758345,9426390,93.6,10071713
2014-09-07,11760248,9428019,93.6,10071713
2014-09-08,11749538,9420474,93.5,10071713
2014-09-09,11722831,9399529,93.3,10071713
2014-09-10,11691774,9374721,93.1,10071713
2014-09-11,11686825,9369814,93.0,10071713
2014-09-12,11698854,9376060,93.1,10071713
2014-09-13,11709623,9379277,93.1,10071713
2014-09-14,11680572,9357674,92.9,10071713
2014-09-15,11665207,9343098,92.8,10071713
2014-09-16,11651282,9329852,92.6,10071713
2014-09-17,11644184,9321709,92.6,10071713
2014-09-18,11651603,9328372,92.6,10071713
2014-09-19,11658589,9335565,92.7,10071713
2014-09-20,11653226,9331523,92.7,10071713
2014-09-21,11642261,9323847,92.6,10071713
2014-09-22,11627288,9313457,92.5,10071713
2014-09-23,11594475,9288287,92.2,10071713
2014-09-24,11566796,9267691,92.0,10071713
2014-09-25,11540745,9247917,91.8,10071713
2014-09-26,11523380,9234394,91.7,10071713
2014-09-27,11501591,9218122,91.5,10071713
2014-09-28,11485593,9206314,91.4,10071713
2014-09-29,11465961,9191722,91.3,10071713
2014-09-30,11438204,9172419,91.1,10071713
2014-10-01,11415252,9155684,91.2,10044510
2014-10-02,11401332,9145128,91.0,10044510
2014-10-03,11452410,9182888,91.4,10044510
2014-10-04,11412138,9154545,91.1,10044510
2014-10-05,11356574,9018050,90.7,9948083
2014-10-06,11356436,9021878,90.7,9948083
2014-10-07,11354920,9025064,90.7,9948083
2014-10-08,11336820,9014124,90.6,9948083
2014-10-09,11315464,9000713,90.5,9948083
2014-10-10,11293654,8987341,90.3,9948083
2014-10-11,11318760,9007656,90.5,9948083
2014-10-12,11303773,8999470,90.5,9948083
2014-10-13,11319674,9012429,90.6,9948083
2014-10-14,11383087,9060266,91.1,9948083
2014-10-15,11357765,9050045,91.0,9948083
2014-10-16,11335382,9036111,90.8,9948083
2014-10-17,11322533,9028793,90.8,9948083
2014-10-18,11338393,9041776,90.9,9948083
2014-10-19,11330899,9037442,90.8,9948083
2014-10-20,11317861,9027068,90.7,9948083
2014-10-21,11303672,9017156,90.6,9948083
2014-10-22,11293583,9009650,90.6,9948083
2014-10-23,11273417,8996643,90.4,9948083
2014-10-24,11258747,8985707,90.3,9948083
2014-10-25,11237670,8972635,90.2,9948083
2014-10-26,11218833,8958640,90.1,9948083
2014-10-27,11180590,8934402,89.8,9948083
2014-10-28,11183740,8936810,89.8,9948083
2014-10-29,11194558,8942949,89.9,9948083
2014-10-30,11173385,8928158,89.7,9948083
2014-10-31,11182183,8932020,89.8,9948083
2014-11-01,11144364,8894084,89.5,9935607
2014-11-02,11095763,8857963,89.2,9935607
2014-11-03,11068452,8838477,89.0,9935607
2014-11-04,11063506,8835672,88.9,9935607
2014-11-05,11097629,8864600,89.2,9935607
2014-11-06,11120735,8883346,89.4,9935607
2014-11-07,11104883,8873712,89.3,9935607
2014-11-08,11092594,8865785,89.2,9935607
2014-11-09,11080796,8859709,89.2,9935607
2014-11-10,11041661,8833130,88.9,9935607
2014-11-11,11073230,8853348,89.1,9935607
2014-11-12,11080321,8858503,89.2,9935607
2014-11-13,11065660,8844993,89.0,9935607
2014-11-14,11021279,8818065,88.8,9935607
2014-11-15,10987260,8791021,88.5,9935607
2014-11-16,11033979,8820950,88.8,9935607
2014-11-17,11055814,8830992,88.9,9935607
2014-11-18,11017280,8811482,88.7,9935607
2014-11-19,10983464,8787261,88.4,9935607
2014-11-20,10979799,8783393,88.4,9935607
2014-11-21,10982442,8783231,88.4,9935607
2014-11-22,10985502,8785858,88.4,9935607
2014-11-23,11036584,8828782,88.9,9935607
2014-11-24,11096910,8876181,89.3,9935607
2014-11-25,11108372,8873908,89.3,9935607
2014-11-26,11105423,8868449,89.3,9935607
2014-11-27,11122410,8874392,89.3,9935607
2014-11-28,11095126,8858605,89.2,9935607
2014-11-29,11096222,8856160,89.1,9935607
2014-11-30,11097485,8858935,89.2,9935607
2014-12-01,11123118,8876588,89.3,9935607
2014-12-02,11116739,8874708,89.3,9935607
2014-12-03,11103616,8867947,89.3,9935607
2014-12-04,11100664,8867818,89.3,9935607
2014-12-05,11092092,8862704,89.2,9935607
2014-12-06,11110575,8874788,89.3,9935607
2014-12-07,11094663,8866588,89.2,9935607
2014-12-08,11087070,8862588,89.2,9935607
2014-12-09,11080751,8860142,89.2,9935607
2014-12-10,11071035,8856425,89.1,9935607
2014-12-11,11058826,8850400,89.1,9935607
2014-12-12,11060872,8851895,89.1,9935607
2014-12-13,11058471,8850556,89.1,9935607
2014-12-14,11038433,8839754,89.0,9935607
2014-12-15,11061269,8850494,89.1,9935607
2014-12-16,11077154,8862733,89.2,9935607
2014-12-17,11051972,8848099,89.1,9935607
2014-12-18,11055168,8847163,89.0,9935607
2014-12-19,11082876,8860354,89.2,9935607
2014-12-20,11101527,8868766,89.3,9935607
2014-12-21,11081785,8857596,89.2,9935607
2014-12-22,11071677,8850616,89.1,9935607
2014-12-23,11107228,8870710,89.3,9935607
2014-12-24,11096778,8869209,89.3,9935607
2014-12-25,11057688,8845463,89.0,9935607
2014-12-26,11053989,8841500,89.0,9935607
2014-12-27,11102879,8868109,89.3,9935607
2014-12-28,11141697,8887686,89.5,9935607
2014-12-29,11148036,8889627,89.5,9935607
2014-12-30,11144181,8890766,89.5,9935607
2014-12-31,11118235,8881215,89.4,9935607
2015-01-01,11109771,8878469,89.4,9935607
2015-01-02,11177133,8914582,89.7,9935607
2015-01-03,11390767,9046027,91.0,9935607
2015-01-04,11675489,9236061,93.0,9935607
2015-01-05,11758524,9290531,93.5,9935607
2015-01-06,11766770,9301443,93.6,9935607
2015-01-07,11805737,9337248,94.0,9935607
2015-01-08,11760108,9321401,93.8,9935607
2015-01-09,11748427,9320981,93.8,9935607
2015-01-10,11723477,9316259,93.8,9935607
2015-01-11,11725796,9322311,93.8,9935607
2015-01-12,11780516,9351016,94.1,9935607
2015-01-13,11788390,9351660,94.1,9935607
2015-01-14,11784294,9347611,94.1,9935607
2015-01-15,11775687,9345613,94.1,9935607
2015-01-16,11746575,9337033,94.0,9935607
2015-01-17,11711102,9324996,93.9,9935607
2015-01-18,11689170,9323377,93.8,9935607
2015-01-19,11646408,9309356,93.7,9935607
2015-01-20,11623829,9304535,93.6,9935607
2015-01-21,11606378,9301823,93.6,9935607
2015-01-22,11628545,9318641,93.8,9935607
2015-01-23,11741835,9354143,94.1,9935607
2015-01-24,11797179,9362660,94.2,9935607
2015-01-25,11843238,9373153,94.3,9935607
2015-01-26,11862491,9374254,94.4,9935607
2015-01-27,11850558,9369362,94.3,9935607
2015-01-28,11827231,9362731,94.2,9935607
2015-01-29,11810622,9361190,94.2,9935607
2015-01-30,11785464,9356247,94.2,9935607
2015-01-31,11730492,9338371,94.0,9935607
